amount,amount_deviation,new_payee,transaction_velocity,unusual_hour,location_change,new_device,suspicious
628.59,0.0921,0,2,0,0,0,0
5951.44,0.4489,0,1,0,0,0,0
3179.16,-0.0687,0,1,1,0,0,0
6166.59,1.4683,0,5,0,0,0,0
5085.07,0.0189,0,3,0,0,1,0
1963.88,-0.0753,0,2,1,0,0,0
5219.2,1.0518,1,5,1,0,1,1
9617.39,2.6649,1,2,1,0,0,0
8547.52,1.5745,0,3,0,0,0,0
5480.68,0.1945,1,3,0,0,1,0
5760.39,0.235,0,3,0,0,0,0
4933.98,1.3409,0,2,1,1,1,0
11853.26,1.9946,0,1,0,0,1,0
5261.13,0.1963,0,1,0,0,0,0
1290.44,-0.0513,0,2,0,1,0,0
588.8,-0.1044,0,1,0,0,0,0
5235.17,0.0952,0,3,0,0,0,0
4586.25,0.2454,0,2,0,0,0,0
3516.86,0.3693,1,1,0,0,0,0
2422.46,0.4255,0,0,0,0,0,0
2313.05,-0.021,0,2,0,0,0,0
4013.43,0.3298,0,0,0,0,0,0
3248.54,0.1497,1,0,0,0,0,0
7031.46,3.2811,0,1,0,0,0,0
3982.01,0.9771,0,1,0,0,0,0
4575.3,0.2466,0,0,0,0,0,0
10283.31,2.5052,0,1,0,1,0,0
4428.87,0.3522,0,3,0,0,0,0
432.64,-0.3158,0,1,0,0,0,0
13354.25,2.49,1,0,0,0,0,0
1874.7,0.1572,0,2,0,0,0,0
5585.48,0.1178,0,0,0,0,0,0
10180.23,1.5817,1,0,0,0,0,0
12085.19,1.5181,0,0,0,0,1,0
1658.21,-0.0663,0,0,0,0,0,0
3574.44,0.1459,0,4,0,1,0,0
20778.8,3.6821,0,2,0,0,0,0
1898.96,1.2051,0,0,0,0,0,0
1078.92,-0.3307,0,0,0,0,0,0
2240.53,-0.0572,0,2,0,0,1,0
1078.79,-0.0084,0,0,0,0,0,0
5778.39,1.2369,0,1,0,0,0,0
1382.0,-0.1142,0,0,0,0,0,0
478.5,-0.1551,0,0,0,0,1,0
4025.45,-0.0863,0,1,0,0,0,0
727.95,-0.081,0,1,1,0,0,0
10372.12,1.2454,0,2,1,0,0,1
668.22,-0.0254,0,2,0,0,0,0
1032.58,-0.1449,0,1,0,0,0,0
4161.47,0.0108,0,4,0,0,0,0
2692.45,0.2591,1,1,0,0,0,0
1353.29,-0.0441,0,0,0,0,0,0
744.03,-0.2044,0,0,0,0,0,0
3936.04,-0.1583,0,0,1,0,0,0
4136.08,-0.0856,0,0,0,0,0,0
1321.6,-0.0571,0,2,0,0,0,0
4679.84,0.1134,0,1,0,0,0,0
4262.53,-0.0822,0,1,0,0,0,0
1497.14,0.2364,0,0,0,0,0,0
3307.71,-0.1918,0,2,0,0,0,0
2769.18,-0.1412,0,0,0,0,0,0
8385.11,1.9458,0,0,0,0,0,0
4636.77,0.0001,0,0,0,1,0,0
3715.63,-0.1016,0,2,0,0,0,0
9638.62,2.716,0,0,0,0,1,0
3510.61,-0.0717,0,0,0,0,0,0
4405.48,0.0172,0,0,0,0,0,0
1252.74,-0.5363,1,0,0,0,0,0
3007.08,-0.2401,0,3,0,0,0,0
5145.52,0.069,1,1,0,0,0,0
1481.18,-0.2485,0,2,0,0,0,0
3609.1,-0.115,0,0,1,0,0,0
5901.08,0.4184,0,1,0,0,0,0
4889.74,0.0888,0,1,0,0,0,0
4287.59,-0.0808,0,3,0,0,1,0
3160.23,0.0904,0,0,0,0,0,0
4905.14,0.2031,0,1,0,0,0,0
3963.72,0.1471,0,1,0,0,0,0
4172.63,-0.1642,0,3,0,1,0,0
5219.52,0.1355,0,1,0,0,0,0
5796.34,1.9697,0,0,0,1,0,0
1437.86,0.306,0,1,0,0,0,0
4520.44,0.9684,0,1,0,0,0,0
856.41,-0.0672,0,3,0,0,0,0
3371.72,0.1745,1,5,0,0,0,0
5622.95,3.7668,0,0,0,0,1,0
949.88,-0.0584,0,0,0,1,0,0
2711.26,-0.2343,0,0,0,0,0,0
5432.24,0.2239,0,1,0,0,0,0
4427.65,0.1137,0,4,0,0,0,0
4427.34,0.0189,0,2,0,0,0,0
4442.05,0.2818,0,3,0,0,0,0
2287.22,0.1913,0,0,0,0,0,0
3526.36,-0.0658,0,1,0,0,0,0
2606.36,-0.3553,0,1,0,0,0,0
3755.14,0.0498,0,0,0,0,0,0
4357.13,0.1435,0,1,0,0,0,0
1446.01,0.0665,0,2,0,0,1,0
2762.74,0.0664,0,2,0,0,0,0
888.65,-0.1778,0,1,0,0,0,0
6254.05,0.2712,0,2,0,0,0,0
1167.89,-0.1044,0,2,0,0,0,0
2549.06,0.1793,0,1,0,0,0,0
5954.69,4.7266,0,2,1,1,0,1
5280.56,0.164,0,2,0,0,0,0
5580.9,0.3568,0,0,0,0,0,0
25546.34,4.5796,0,4,0,0,0,1
1400.47,0.1487,0,2,0,0,0,0
2297.92,-0.0848,0,1,0,0,0,0
6034.41,1.6723,0,2,0,0,0,0
594.87,0.0102,1,0,0,0,0,0
3792.04,-0.0639,0,0,0,0,0,0
4995.76,0.7342,0,1,0,0,0,0
2248.96,0.7403,0,1,0,0,0,0
4120.07,1.0933,0,5,0,0,0,1
9913.3,1.5739,0,1,0,0,0,0
6572.7,0.5755,0,1,0,0,0,0
1888.68,0.0897,0,0,0,0,0,0
5666.37,0.446,0,0,0,0,0,0
929.6,0.1131,0,3,0,0,0,0
1295.55,0.0474,1,0,0,0,0,0
732.72,-0.3831,0,1,0,0,0,0
2303.6,0.2198,0,0,0,0,0,0
1058.33,0.2866,0,0,0,0,1,0
1780.47,0.0513,0,0,0,0,0,0
5249.7,1.374,1,3,0,0,0,1
8009.65,1.849,0,0,0,0,0,0
3732.84,4.9934,1,3,0,0,0,1
7301.6,0.5363,0,0,0,0,0,0
961.19,-0.1196,0,1,0,0,0,0
6674.44,0.336,0,2,0,0,0,0
1287.2,-0.453,1,1,0,1,0,0
3121.8,0.0987,0,0,0,0,0,0
2722.36,-0.0583,0,0,0,0,1,0
9891.83,1.0314,0,0,0,0,1,0
4615.18,3.085,0,1,0,0,0,0
4540.09,0.0472,0,0,0,0,0,0
6160.61,0.6661,0,0,0,0,0,0
5094.6,0.3284,0,0,0,0,0,0
3972.06,0.1481,0,4,0,0,1,0
3172.17,0.3137,0,0,0,0,0,0
1489.69,-0.207,0,0,0,0,0,0
6922.66,1.6552,1,0,0,0,0,0
1868.07,-0.3131,0,1,1,0,0,0
3758.11,0.3729,0,0,0,0,0,0
2991.18,0.2506,0,0,0,0,0,0
12872.21,1.9172,0,0,0,0,0,0
2765.92,-0.039,0,2,0,0,0,0
3259.6,0.8537,0,0,0,0,0,0
1867.69,2.1525,0,0,0,0,0,0
3465.52,-0.0553,0,0,0,0,0,0
1015.31,-0.1741,0,5,0,0,0,0
1793.0,-0.2007,0,1,0,0,0,0
3575.67,-0.1276,0,0,0,0,0,0
2743.2,0.0966,0,0,0,0,0,0
1080.92,0.0602,0,1,0,0,0,0
4923.78,0.1254,0,1,1,0,0,0
6415.29,0.3098,0,2,0,0,0,0
4805.56,0.007,0,0,0,0,0,0
4783.02,0.2489,0,1,0,0,0,0
1170.35,0.0473,0,2,0,0,1,0
4225.76,-0.0875,0,0,0,0,0,0
2669.05,-0.0096,0,1,0,0,0,0
2321.28,-0.1552,0,1,0,0,0,0
2762.58,-0.0867,0,1,0,0,0,0
803.59,-0.5237,0,1,0,0,0,0
1716.84,2.3977,0,1,0,0,0,0
1320.88,-0.3412,0,2,0,0,0,0
5196.17,1.5963,0,0,0,0,0,0
7176.04,0.6955,0,0,0,0,0,0
1928.84,0.1805,0,0,0,0,1,0
1656.79,1.0169,0,1,0,0,0,0
1652.71,0.4161,0,0,0,1,0,0
3268.57,1.708,0,3,0,0,0,0
961.13,0.2686,1,1,0,1,0,0
4487.31,0.6528,0,1,0,0,0,0
575.69,0.0981,0,0,0,0,0,0
2797.27,-0.2348,0,1,0,0,0,0
1236.27,0.2788,0,0,0,0,0,0
2949.34,0.159,0,1,0,0,0,0
1955.17,-0.0123,0,0,0,0,1,0
715.69,-0.1217,0,0,1,0,0,0
3072.13,0.141,0,1,0,0,0,0
3435.02,-0.1247,0,3,0,0,0,0
2464.8,1.206,1,0,0,0,0,0
5198.0,0.0446,0,0,0,0,0,0
1714.68,-0.1719,0,1,1,0,0,0
2459.61,0.3545,1,0,0,0,0,0
2105.91,0.2199,0,0,1,0,0,0
575.31,-0.2257,0,1,0,0,0,0
4317.21,-0.1159,0,3,0,0,0,0
1600.24,-0.1804,0,0,0,0,0,0
2628.56,0.1548,0,1,0,0,0,0
3404.76,-0.093,0,1,0,0,0,0
2553.24,-0.1634,0,0,0,0,0,0
1602.0,-0.3563,0,3,0,0,0,0
2375.91,-0.0343,0,0,0,0,0,0
2737.35,-0.1769,0,2,0,0,0,0
3585.06,-0.1591,0,1,0,0,0,0
2907.53,0.4995,1,6,0,0,0,1
658.64,-0.3875,0,0,0,0,0,0
707.53,-0.4261,0,3,0,0,0,0
7814.76,0.5733,0,0,0,0,0,0
3513.18,3.5957,0,0,0,1,0,0
2501.55,0.4328,0,4,0,0,0,0
7016.76,1.5067,0,0,0,0,1,0
6069.09,0.271,1,1,0,0,1,0
1891.89,-0.3435,0,2,0,0,1,0
3015.97,1.177,0,0,0,0,0,0
5142.17,0.7095,0,2,0,0,0,0
7018.88,0.6308,0,1,0,0,0,0
5599.58,3.1936,0,2,0,0,0,1
5242.87,0.1828,0,0,0,0,0,0
4144.23,-0.0288,0,1,0,0,0,0
4370.27,0.2531,0,2,0,0,0,0
2132.76,0.2041,0,2,0,0,0,0
1155.6,0.1046,0,0,0,0,1,0
3315.42,-0.0055,0,1,1,0,0,0
3480.76,0.0995,0,0,0,0,0,0
567.28,-0.4186,0,0,0,0,0,0
7789.74,0.8285,0,0,0,0,1,1
2074.01,0.075,0,2,1,0,0,0
5067.71,0.0258,0,0,0,0,0,0
5568.25,0.2373,0,0,0,0,0,0
1513.19,-0.0805,0,0,0,0,0,0
2829.2,-0.0045,0,0,0,0,0,0
9593.41,1.547,0,6,0,0,0,0
5552.98,0.6111,0,1,0,0,0,0
5876.69,0.2869,0,0,0,0,0,0
2715.63,0.9295,0,1,0,0,0,0
929.45,-0.0208,0,0,0,0,0,0
5599.99,0.3038,0,3,0,0,1,0
4794.84,0.4177,0,2,0,0,0,0
476.81,-0.1267,0,2,0,0,0,0
4475.8,-0.0684,0,1,1,0,0,0
652.18,-0.147,0,1,0,0,1,0
10747.54,1.4503,1,2,0,0,0,0
1930.58,0.302,0,1,0,0,0,0
3597.23,0.1298,0,0,0,0,0,0
2356.72,-0.0721,0,0,0,0,0,0
6825.85,1.0387,1,0,0,0,0,0
3143.2,0.002,0,0,0,0,0,0
2918.0,-0.1035,0,1,0,0,0,0
3193.66,0.9781,0,4,0,1,0,1
5009.45,0.0269,1,1,0,1,0,0
4187.83,-0.0905,0,0,0,1,0,0
1366.8,0.0798,0,0,0,0,0,0
4110.33,2.9075,0,0,0,0,0,0
19586.66,3.2746,0,0,1,0,0,0
3735.31,-0.2189,0,0,0,0,0,0
1237.62,1.3212,0,1,0,0,0,0
4027.84,0.2394,1,1,0,0,0,0
4724.27,0.6317,0,3,0,0,0,0
3476.13,0.5895,0,1,0,0,0,0
2894.91,-0.1869,0,2,0,0,1,0
3002.11,0.2374,0,0,0,0,0,0
750.73,-0.2323,0,0,0,0,0,0
3673.33,-0.089,0,0,0,0,0,0
2439.63,0.7561,0,0,0,0,0,0
2974.24,0.2577,0,0,1,1,0,0
9685.23,1.2094,0,1,0,0,0,0
1191.59,-0.0493,0,0,0,1,0,0
4882.18,-0.0069,0,0,0,0,0,0
4318.34,0.2143,0,1,0,0,0,0
3812.71,0.1081,0,2,0,0,0,0
3298.03,-0.1126,0,0,0,0,0,0
1005.98,-0.7162,0,0,0,0,0,0
1493.42,-0.0449,1,1,0,0,0,0
19498.33,3.6206,0,2,0,0,0,0
307.74,-0.4301,0,1,0,0,1,0
801.23,-0.2719,0,0,0,0,0,0
3948.7,0.0405,0,1,0,0,0,0
6225.22,0.5937,1,0,0,0,1,0
2919.9,-0.2393,0,0,0,0,0,0
556.19,0.111,0,3,0,0,0,0
7561.51,1.42,1,0,0,1,0,1
1292.78,-0.053,0,0,0,0,0,0
2933.65,0.1569,1,0,0,0,0,0
7032.83,1.1739,0,3,0,0,0,0
3074.63,0.7954,0,0,0,0,0,0
9590.78,4.0445,1,0,0,1,0,1
5330.12,0.1486,1,1,0,0,0,0
1937.18,-0.1996,0,0,0,0,1,0
3763.05,0.904,0,0,0,0,0,0
2010.35,-0.2808,0,2,0,0,1,0
5258.6,0.1958,1,0,0,0,0,0
2678.53,0.114,0,1,0,0,0,0
6186.17,0.4289,0,2,0,0,0,0
1908.12,0.0615,1,0,0,0,0,0
2213.38,-0.4312,1,1,0,0,0,0
4332.01,0.2566,0,1,0,0,0,0
3638.91,0.0256,0,1,0,0,0,0
5704.0,0.2043,0,3,0,1,0,0
3699.74,0.1742,0,0,0,0,0,0
722.51,-0.2342,0,4,0,0,0,0
2292.95,-0.19,0,0,1,0,0,0
3100.32,0.1981,0,0,0,0,0,0
783.5,0.0214,0,0,0,0,0,0
1546.05,-0.0021,0,3,0,0,0,0
3789.52,0.0132,0,0,0,1,0,0
5574.08,0.2434,0,1,0,0,0,0
6364.44,0.387,0,0,0,0,1,0
1786.87,0.4929,0,0,0,0,0,0
878.03,-0.0328,0,0,0,0,0,0
2343.99,0.5117,0,0,0,0,0,0
3498.37,-0.2146,0,0,0,0,0,0
2553.58,-0.3787,0,2,1,0,0,0
1095.71,-0.1621,0,5,1,0,0,0
2398.5,0.0364,0,1,0,0,0,0
1904.47,-0.4765,0,0,0,0,0,0
4783.17,0.861,0,3,0,0,0,0
2200.59,0.4053,0,1,0,0,0,0
1745.65,-0.0389,0,0,0,0,0,0
2714.67,0.2146,0,0,0,0,0,0
6057.69,1.5731,0,0,0,0,0,0
5382.22,0.3954,0,3,0,0,0,0
8153.98,1.4697,0,0,0,0,0,0
6448.2,1.3936,0,0,0,0,0,0
741.5,0.0264,0,1,0,0,0,0
1106.91,0.1185,0,1,0,0,0,0
5583.99,0.214,0,6,0,0,0,0
607.17,-0.1931,0,0,0,0,0,0
3524.82,0.0749,0,2,0,0,0,0
3897.83,0.0547,0,0,0,1,0,0
3146.33,0.2402,0,1,0,0,0,0
3058.48,-0.348,1,1,0,0,0,0
13472.36,4.1933,1,3,1,0,0,1
10987.2,1.2723,0,2,0,0,0,0
10588.5,3.3958,0,4,0,0,0,0
3043.26,-0.256,0,2,0,0,0,0
2110.37,0.0419,0,0,0,0,0,0
8805.85,1.7857,1,0,0,0,0,0
2426.82,0.0295,0,1,1,0,0,0
6029.63,0.2533,1,0,0,0,0,0
2947.25,0.1839,0,2,0,0,0,0
1179.35,-0.0347,0,2,1,0,0,0
1259.04,0.2327,1,1,0,1,0,0
1333.91,0.1785,0,2,0,0,0,0
1486.39,-0.2846,0,0,0,0,0,0
6884.54,1.9826,0,1,0,0,0,0
1882.07,0.1321,0,1,0,0,0,0
1717.29,-0.1221,0,1,0,0,1,0
2010.94,1.2925,0,3,0,0,0,0
12050.67,3.6309,0,1,0,0,0,0
3902.98,0.1598,0,0,0,0,1,0
7810.86,0.6147,0,1,0,1,0,1
833.86,-0.1069,1,3,1,0,0,0
2007.65,0.0157,0,1,1,0,0,0
1991.64,0.0855,1,0,1,0,0,0
3031.14,-0.0722,0,0,0,0,0,0
3704.13,0.1056,0,2,0,0,0,0
2347.74,0.3466,0,3,0,1,0,1
3758.63,-0.109,0,0,0,0,0,0
1482.22,0.1998,0,2,0,0,0,0
4915.42,0.0203,0,0,0,0,0,0
621.44,-0.6801,0,0,0,0,0,0
5220.63,0.3125,1,3,0,0,0,0
3829.03,-0.1957,0,1,0,0,0,0
7813.07,0.625,0,2,0,0,0,0
4419.82,0.0429,1,5,1,0,0,0
15123.77,4.6177,0,3,0,1,1,1
2895.56,0.1153,0,0,0,0,1,0
5718.67,0.146,0,0,0,0,0,0
2606.72,1.5141,0,2,0,0,0,0
3502.51,-0.1173,0,0,0,0,1,0
947.21,-0.3599,1,0,0,0,0,0
2773.51,0.1275,0,0,0,0,0,0
983.8,-0.085,1,3,0,0,0,0
4080.42,0.4297,0,3,0,0,0,0
3790.11,0.2204,0,0,0,0,0,0
1020.53,-0.0212,0,1,0,0,0,0
3131.96,0.2419,0,0,0,1,0,0
8591.66,1.4398,0,0,0,0,0,0
477.43,-0.0886,0,0,0,0,0,0
830.42,-0.7887,0,0,0,1,0,0
2397.53,-0.1174,0,2,0,0,0,0
1873.83,0.8874,1,1,0,0,0,0
957.41,0.4476,0,7,0,0,0,0
7339.5,1.1868,0,3,0,0,0,0
1268.18,0.0491,0,3,0,0,0,0
1646.75,0.7557,0,1,0,0,0,0
1041.59,-0.0112,0,0,0,0,0,0
2462.82,-0.0606,1,1,0,0,0,0
1872.78,-0.1512,1,0,1,0,0,0
610.6,-0.0097,0,0,0,0,0,0
8352.92,1.339,0,1,0,0,0,0
6593.46,1.548,0,0,0,0,0,0
1116.52,-0.2292,0,0,0,0,0,0
3882.98,0.0941,1,1,0,0,0,0
6491.02,0.3479,0,3,0,0,0,0
3483.2,-0.2449,0,0,0,0,0,0
3327.39,-0.3027,0,0,0,0,0,0
3101.42,-0.3651,0,1,0,0,0,0
2315.4,-0.0227,0,0,0,0,0,0
4672.01,0.0078,0,2,0,0,0,0
1389.32,0.8951,0,0,0,0,0,0
4859.67,0.7705,0,4,0,0,0,1
1301.64,1.2544,0,5,0,0,0,0
6344.36,0.3595,0,2,0,0,0,0
1462.65,-0.097,0,2,0,0,0,0
3761.84,1.0628,1,0,0,0,0,0
3800.34,-0.0419,0,2,0,0,0,0
2508.16,-0.172,0,0,0,0,0,0
4460.18,0.4978,0,0,1,0,0,0
2149.61,-0.3148,0,1,0,0,0,0
3827.71,0.0585,0,0,0,0,0,0
6801.37,1.5671,0,1,0,0,0,0
1397.09,0.1453,0,1,1,0,0,0
3989.48,-0.2004,0,1,0,0,0,0
5001.79,0.2291,0,0,0,0,0,0
5478.3,0.1023,0,1,1,0,0,0
2066.36,-0.1201,0,0,0,1,0,0
560.57,0.0387,0,3,0,0,1,0
1037.11,-0.224,0,2,0,0,0,0
2843.31,0.0235,0,0,0,0,1,0
1666.64,0.2191,0,1,0,1,1,0
1326.38,-0.097,0,1,0,0,0,0
2201.37,0.075,0,2,0,0,0,0
2473.99,-0.2218,0,0,0,0,0,0
8465.29,3.2692,0,4,0,0,0,0
2620.12,0.1454,1,7,1,0,0,0
8429.22,1.3007,0,1,0,0,0,0
623.86,-0.2791,1,0,0,0,0,0
2251.07,0.2691,0,5,0,0,0,0
746.36,-0.5734,0,1,0,1,0,0
506.98,-0.2287,0,2,0,0,1,0
3925.24,0.0999,0,0,1,0,0,0
10165.72,1.1784,0,1,0,0,0,0
4923.42,-0.0008,0,0,1,0,0,0
2378.25,-0.1578,0,0,0,0,0,0
3092.29,0.2234,1,2,1,0,0,0
594.51,0.0319,0,1,0,0,0,0
2599.65,0.319,0,0,0,0,0,0
6422.76,0.3768,0,0,0,0,0,0
9013.06,1.5285,0,3,0,0,0,0
7127.26,1.3026,0,1,0,0,1,0
7028.4,2.4678,0,2,0,0,0,0
4163.96,0.0623,0,1,0,0,0,0
4529.68,0.0843,0,0,0,0,0,0
3569.82,0.0857,0,2,0,0,0,0
3143.39,0.3489,0,2,0,0,0,0
5051.28,0.0352,0,6,0,0,0,0
538.05,-0.3708,0,1,0,0,0,0
2666.25,-0.0176,0,0,0,0,0,0
4332.61,0.4055,0,1,0,0,0,0
738.89,0.1461,0,2,0,0,0,0
1552.73,0.3219,0,2,0,0,0,0
4599.48,0.2051,0,4,0,0,0,0
4776.8,0.1763,0,2,0,0,0,0
564.13,-0.207,1,0,0,0,0,0
2883.44,0.1445,0,2,0,0,0,0
5160.33,0.3034,0,0,0,1,0,0
2658.6,0.0071,0,1,0,0,0,0
8446.44,1.3003,0,1,0,0,0,0
2016.32,-0.1784,0,0,1,0,0,0
892.04,-0.1165,0,5,0,0,0,0
4357.27,-0.0174,0,1,0,0,0,0
4548.48,-0.079,1,0,0,0,0,0
5081.08,0.0816,0,1,0,0,0,0
984.81,0.0736,0,3,0,0,0,0
4670.99,0.1561,0,0,0,0,0,0
3471.8,0.1968,0,2,0,0,0,0
3402.67,-0.0222,0,0,0,0,0,0
5997.2,0.3357,0,1,0,0,0,0
3103.03,0.1425,0,0,0,0,0,0
1569.58,-0.251,0,0,0,0,0,0
8373.22,1.8276,0,4,0,0,0,0
11228.51,2.5416,0,1,0,0,0,0
3970.29,0.0752,0,3,0,0,0,0
8555.36,0.7699,0,0,0,0,0,0
5004.17,0.2719,0,1,0,0,0,0
1286.96,0.3948,0,0,0,0,1,0
902.15,-0.1579,0,1,0,0,0,0
1333.34,-0.3296,0,0,0,0,0,0
3199.92,-0.073,0,2,1,0,0,0
1598.34,-0.2648,0,0,0,0,0,0
2130.43,-0.3703,0,3,0,1,0,0
12613.35,2.0446,1,0,0,0,0,0
938.32,0.778,0,7,1,0,0,0
3867.25,0.1144,0,0,0,0,0,0
7617.88,0.7853,0,1,0,0,0,0
6564.28,1.5366,0,2,0,0,0,0
7356.28,1.9472,0,0,0,0,0,0
4014.84,-0.1401,0,6,0,0,0,0
612.31,-0.0419,0,1,0,0,0,0
5605.06,0.3073,0,3,0,0,0,0
3131.43,-0.1174,0,0,0,0,0,0
9021.9,1.0341,0,2,0,0,0,0
3059.25,-0.33,0,0,0,0,0,0
4491.65,-0.0953,0,0,0,0,0,0
14299.92,3.4701,0,3,0,0,0,0
1433.52,-0.4479,0,1,1,0,0,0
4360.42,0.1534,0,1,0,0,0,0
4192.34,-0.1395,0,2,0,0,0,0
1613.29,0.1882,0,0,0,0,0,0
1206.56,-0.2032,0,1,0,0,0,0
3569.88,-0.1558,0,1,0,0,0,0
897.77,-0.2346,0,0,0,0,0,0
6616.88,1.9672,1,0,0,1,0,1
5936.29,0.4512,0,1,0,0,0,0
1447.98,0.004,0,0,0,0,0,0
1222.92,0.2322,0,3,0,0,0,0
15987.6,3.1632,1,1,0,0,0,0
925.65,-0.0823,0,1,0,1,0,0
4458.34,0.3213,0,1,0,0,0,0
11675.94,1.681,0,2,0,0,0,0
2287.52,-0.1028,0,3,1,0,0,0
3050.41,-0.1324,0,1,0,0,0,0
2540.92,0.3725,0,2,0,0,0,0
3956.3,0.1164,1,1,0,0,0,0
4574.45,0.7969,1,3,1,0,0,1
2748.9,0.138,0,3,0,0,0,0
5093.8,0.1938,1,2,0,0,0,0
2701.61,-0.316,0,0,1,0,0,0
7597.08,0.5944,0,1,0,0,0,0
9235.19,1.4002,0,1,1,0,0,0
1853.48,0.1183,0,1,1,0,0,0
2209.37,0.8707,0,1,0,0,0,0
1979.18,0.009,0,3,0,0,0,0
1518.12,-0.1294,0,1,1,0,0,0
1871.59,0.9857,0,0,0,0,0,0
2594.57,0.1092,1,1,0,0,0,0
1931.55,1.9007,0,0,0,0,0,0
3481.71,0.0779,1,0,0,0,0,0
1540.97,0.2637,0,1,0,0,1,0
8163.2,1.3782,0,7,0,1,0,0
3724.31,-0.0392,0,1,0,0,0,0
3682.07,1.687,0,0,0,0,0,0
3848.54,-0.072,0,1,0,0,0,0
3341.99,0.4967,0,1,0,1,0,0
1273.02,0.2744,0,0,0,0,0,0
4592.2,0.1039,0,0,0,0,0,0
8394.84,1.3388,0,2,0,0,0,0
1856.5,0.1055,0,3,0,0,0,0
3825.6,0.6831,0,0,0,0,0,0
2047.75,0.8389,0,1,0,0,0,0
1710.96,0.22,0,0,1,0,0,0
2758.25,0.0669,0,1,0,0,0,0
6196.35,3.915,0,0,1,0,0,0
5654.12,0.2413,0,1,0,0,0,0
3732.17,-0.1922,0,5,0,0,0,0
11936.24,1.9401,0,1,0,0,0,1
8019.27,1.3094,0,3,0,0,0,0
3132.55,0.2685,0,0,0,0,0,0
1816.99,-0.3955,1,0,0,0,0,0
2509.61,-0.0989,0,1,0,0,0,0
4643.47,0.0725,0,1,1,0,0,0
3524.0,0.2228,0,3,0,0,0,0
5212.04,0.1969,0,7,0,0,0,0
5371.74,0.0957,0,0,0,0,0,0
7405.89,3.5891,0,0,0,1,0,0
2422.53,0.7917,0,1,0,0,0,0
3448.42,-0.036,0,0,0,1,0,0
4637.76,-0.0716,0,2,0,0,1,0
2439.92,-0.1507,0,2,1,1,0,0
3148.04,-0.2589,0,1,0,0,0,0
6542.94,0.3923,0,2,0,0,0,0
4637.1,0.3429,0,1,1,0,0,0
3972.37,0.404,0,1,0,0,0,0
4119.03,-0.1534,0,0,0,0,0,0
8241.0,1.5109,0,3,0,1,0,0
745.73,0.3727,0,2,0,0,0,0
2546.63,1.8861,0,0,0,0,0,0
6151.04,0.2882,0,1,0,0,0,0
5141.22,0.3049,0,0,0,0,0,0
2375.93,0.1249,0,0,0,0,0,0
6513.18,0.4501,0,1,0,0,0,0
3426.19,-0.0805,0,0,0,0,0,0
3781.06,-0.0167,0,5,0,0,0,0
2277.23,-0.4415,1,0,0,0,0,0
6961.19,0.7326,0,2,0,0,1,0
1539.91,0.3468,1,1,0,0,0,0
2385.44,-0.1049,0,0,0,0,0,0
5887.05,0.2108,0,4,0,1,0,0
8303.21,1.4398,0,4,0,0,0,0
3277.99,-0.1271,0,2,0,0,0,0
2067.83,-0.2101,0,1,0,0,0,0
5301.71,0.1106,0,1,0,0,0,0
1194.46,0.1737,0,1,0,0,0,0
4286.06,0.3879,0,2,0,0,0,0
5169.44,0.2246,0,5,0,0,1,0
3032.23,-0.0324,1,0,0,0,0,0
9280.89,1.7781,0,2,1,0,0,0
1933.09,-0.1681,0,2,0,0,1,0
2559.13,-0.2932,0,2,0,0,0,0
8847.72,1.0957,0,2,0,0,0,0
4392.79,0.1042,0,3,0,0,0,0
10152.68,1.6998,0,1,0,0,0,0
3848.58,-0.1684,0,0,0,1,0,0
3332.52,-0.0732,0,5,0,0,0,0
1264.23,0.178,0,2,0,0,0,0
453.25,-0.1469,0,1,0,0,0,0
25223.98,5.2736,0,0,0,1,0,1
3422.74,0.0126,0,4,0,0,0,0
2372.77,0.3802,0,0,0,0,1,1
2892.24,-0.0183,0,0,1,0,0,0
11144.45,1.6357,0,1,0,0,0,0
2678.41,0.5839,0,0,0,0,0,0
3072.73,0.2172,0,0,0,0,0,0
1951.48,0.0003,0,2,0,0,1,0
12128.85,2.2952,1,6,1,0,1,1
1324.34,0.465,0,3,1,0,0,0
6118.72,1.5911,0,2,0,0,0,0
955.19,0.0225,0,2,0,0,1,0
6055.0,0.6938,0,1,0,0,0,0
5013.04,0.0995,0,4,0,0,0,0
4178.12,0.2168,0,2,0,0,0,0
1582.11,1.8505,0,0,1,0,0,1
2504.9,-0.1257,0,0,0,0,0,0
6330.71,1.5342,0,0,0,0,0,0
2428.13,-0.1572,0,3,0,1,0,0
1740.67,-0.2023,0,1,0,0,0,0
1306.06,0.1309,0,4,0,0,1,0
3778.78,-0.029,0,3,1,1,0,0
2105.58,0.204,0,1,0,0,0,0
1919.29,0.8195,0,0,0,0,0,0
4241.4,0.0915,0,1,0,0,0,0
3144.9,0.0641,0,0,0,0,0,0
706.85,-0.4682,0,1,0,0,0,0
9311.97,1.9976,0,0,0,0,0,0
4290.86,0.0456,0,7,0,0,0,0
7427.47,1.4392,0,0,0,0,0,0
3181.99,0.0521,0,1,0,0,0,0
3105.47,-0.2453,0,4,0,0,0,0
6288.96,0.4586,0,1,0,0,0,0
4813.11,1.7411,0,0,0,0,0,0
4070.55,0.0599,0,3,0,0,0,0
2830.7,0.0829,0,0,1,0,0,0
2222.44,-0.0264,0,0,0,0,0,0
2832.81,-0.1708,0,0,0,0,0,0
